filepath,label,mic_type
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02061.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_334.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_351.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_321.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_491.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_166.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_234.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_464.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_109.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_267.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_046.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_258.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_272.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_525.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_490.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_511.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_345.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02013.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_465.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_457.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_499.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_506.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_294.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_538.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_459.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02054.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_577.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_136.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_259.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_307.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_425.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_232.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_464.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_512.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_312.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_363.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_552.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_248.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_401.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_359.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_301.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_231.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_515.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_581.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_079.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_216.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_421.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_458.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_113.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_250.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_540.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_116.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_502.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_518.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_382.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_175.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02026.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_474.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02059.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_324.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_209.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02046.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_535.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_356.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_468.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_186.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_201.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_553.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_302.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_219.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_235.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_527.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_568.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_324.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_182.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_054.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_491.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_054.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_547.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_300.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_383.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_367.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_538.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_146.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_528.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_123.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_481.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_372.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_140.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_033.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_228.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_339.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_506.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_220.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_168.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_053.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_313.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_202.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_179.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_263.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_355.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_271.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_242.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_432.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_352.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_231.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_133.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_428.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_472.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_505.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_430.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_217.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_125.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_270.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_184.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_424.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_567.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_461.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_321.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_053.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_101.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_484.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_191.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_055.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_376.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_235.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_403.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_037.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_264.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_413.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_279.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_465.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_207.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_161.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_539.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_283.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_194.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_230.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_241.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_295.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02060.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_172.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_124.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_100.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_196.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_155.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_450.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_145.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_538.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02083.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_397.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_223.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_492.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_233.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_562.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_129.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_521.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_517.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_477.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_539.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_347.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_480.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_532.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_340.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_456.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_140.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_234.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_314.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_532.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_320.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_500.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_440.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_032.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_160.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_038.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_103.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_458.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_269.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_125.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_193.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_543.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_165.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_399.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_281.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02076.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_469.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_542.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_107.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_410.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_266.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_509.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_074.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_390.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_582.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_069.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02011.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_096.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02084.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_280.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_138.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_406.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_166.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_106.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_140.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_271.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_047.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_093.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_432.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_136.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_070.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_525.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_181.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_433.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_553.wav,medianamente_desgastado,condensador
